sold_at,channel_code,sku_code,quantity,net_sales,unit_cost,channel_fee,marketing_cost,shipping_cost,return_cost,returned_quantity,location_code,location_name,product_name,category,order_id,line_id,country_code,currency_code,customer_token,shipping_region_1,shipping_region_2,order_status,scenario_note,data_pack_version
2026-05-20T15:03:00+09:00,W컨셉,FLOW-22-BLK-F,2,278080,51000,41712,9733,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260520-01-04,1,KR,KRW,CUST-0082,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T16:16:00+09:00,매장 POS,FLOW-22-BLK-F,3,459780,51000,9196,4598,0,0,0,STORE-GANGNAM,강남점,Drape Pants,BOTTOM,BASE90V2-20260520-01-05,1,KR,KRW,CUST-0093,서울,강남구,paid,90일 정상 기준,v2
2026-05-20T12:22:00+09:00,자사몰,EASE-19-CRM-F,4,457840,36000,18314,16024,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260520-02-00,1,KR,KRW,CUST-0075,서울,마포구,paid,90일 정상 기준,v2
2026-05-20T13:35:00+09:00,무신사,EASE-19-CRM-F,3,325680,36000,39082,14656,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260520-02-01,1,KR,KRW,CUST-0086,경기,성남시,paid,90일 정상 기준,v2
2026-05-20T14:48:00+09:00,29CM,EASE-19-CRM-F,3,332760,36000,46586,13310,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260520-02-02,1,KR,KRW,CUST-0097,경기,수원시,paid,90일 정상 기준,v2
2026-05-20T15:01:00+09:00,네이버,EASE-19-CRM-F,3,343380,36000,27470,8585,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260520-02-03,1,KR,KRW,CUST-0108,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T16:14:00+09:00,W컨셉,EASE-19-CRM-F,3,311520,36000,46728,10903,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260520-02-04,1,KR,KRW,CUST-0119,인천,연수구,paid,90일 정상 기준,v2
2026-05-20T17:27:00+09:00,매장 POS,EASE-19-CRM-F,2,0,36000,0,0,0,0,0,STORE-HANNAM,한남점,Layer Top,TOP,BASE90V2-20260520-02-05,1,KR,KRW,CUST-0130,서울,용산구,cancelled,90일 정상 기준,v2
2026-05-20T13:33:00+09:00,자사몰,NOVA-11-NVY-F,3,634380,72000,25375,22203,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260520-03-00,1,KR,KRW,CUST-0112,경기,성남시,paid,90일 정상 기준,v2
2026-05-20T14:46:00+09:00,무신사,NOVA-11-NVY-F,4,802240,72000,96269,36101,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260520-03-01,1,KR,KRW,CUST-0123,경기,수원시,paid,90일 정상 기준,v2
2026-05-20T15:59:00+09:00,29CM,NOVA-11-NVY-F,2,409840,72000,57378,16394,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260520-03-02,1,KR,KRW,CUST-0134,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T16:12:00+09:00,네이버,NOVA-11-NVY-F,2,422920,72000,33834,10573,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260520-03-03,1,KR,KRW,CUST-0145,인천,연수구,paid,90일 정상 기준,v2
2026-05-20T17:25:00+09:00,W컨셉,NOVA-11-NVY-F,2,383680,72000,57552,13429,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260520-03-04,1,KR,KRW,CUST-0156,대구,수성구,paid,90일 정상 기준,v2
2026-05-20T18:38:00+09:00,매장 POS,NOVA-11-NVY-F,2,422920,72000,8458,4229,0,0,0,STORE-BUSAN,부산 센텀,Volume Dress,DRESS,BASE90V2-20260520-03-05,1,KR,KRW,CUST-0167,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T14:44:00+09:00,자사몰,AIR-24-NVY-F,3,576180,68000,23047,20166,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260520-04-00,1,KR,KRW,CUST-0149,경기,수원시,paid,90일 정상 기준,v2
2026-05-20T15:57:00+09:00,무신사,AIR-24-NVY-F,5,910800,68000,109296,40986,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260520-04-01,1,KR,KRW,CUST-0160,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T16:10:00+09:00,29CM,AIR-24-NVY-F,3,558360,68000,78170,22334,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260520-04-02,1,KR,KRW,CUST-0171,인천,연수구,paid,90일 정상 기준,v2
2026-05-20T17:23:00+09:00,네이버,AIR-24-NVY-F,4,768240,68000,61459,19206,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260520-04-03,1,KR,KRW,CUST-0182,대구,수성구,paid,90일 정상 기준,v2
2026-05-20T18:36:00+09:00,W컨셉,AIR-24-NVY-F,3,522720,68000,78408,18295,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260520-04-04,1,KR,KRW,CUST-0193,서울,성동구,paid,90일 정상 기준,v2
2026-05-20T19:49:00+09:00,매장 POS,AIR-24-NVY-F,3,576180,68000,11524,5762,0,6500,1,STORE-SHANGHAI,상하이 IFC,Airy Volume Dress,DRESS,BASE90V2-20260520-04-05,1,CN,KRW,CUST-0204,上海,浦东新区,paid,90일 정상 기준,v2
2026-05-20T15:55:00+09:00,자사몰,WAVE-31-WHT-F,4,574240,44000,22970,20098,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260520-05-00,1,KR,KRW,CUST-0186,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T16:08:00+09:00,무신사,WAVE-31-WHT-F,3,408480,44000,49018,18382,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260520-05-01,1,KR,KRW,CUST-0197,인천,연수구,paid,90일 정상 기준,v2
2026-05-20T17:21:00+09:00,29CM,WAVE-31-WHT-F,2,278240,44000,38954,11130,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260520-05-02,1,KR,KRW,CUST-0208,대구,수성구,paid,90일 정상 기준,v2
2026-05-20T18:34:00+09:00,네이버,WAVE-31-WHT-F,3,430680,44000,34454,10767,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260520-05-03,1,KR,KRW,CUST-0219,서울,성동구,paid,90일 정상 기준,v2
2026-05-20T19:47:00+09:00,W컨셉,WAVE-31-WHT-F,2,260480,44000,39072,9117,3500,0,0,ONLINE,온라인몰,Sheer Shirt,TOP,BASE90V2-20260520-05-04,1,KR,KRW,CUST-0230,서울,강남구,paid,90일 정상 기준,v2
2026-05-20T20:00:00+09:00,매장 POS,WAVE-31-WHT-F,2,287120,44000,5742,2871,0,0,0,STORE-SEONGSU,성수 플래그십,Sheer Shirt,TOP,BASE90V2-20260520-05-05,1,KR,KRW,CUST-0241,서울,성동구,paid,90일 정상 기준,v2
2026-05-20T16:06:00+09:00,자사몰,MOSS-18-BLK-F,2,267720,42000,10709,9370,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260520-06-00,1,KR,KRW,CUST-0223,인천,연수구,paid,90일 정상 기준,v2
2026-05-20T17:19:00+09:00,무신사,MOSS-18-BLK-F,1,126960,42000,15235,5713,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260520-06-01,1,KR,KRW,CUST-0234,대구,수성구,paid,90일 정상 기준,v2
2026-05-20T18:32:00+09:00,29CM,MOSS-18-BLK-F,1,129720,42000,18161,5189,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260520-06-02,1,KR,KRW,CUST-0245,서울,성동구,paid,90일 정상 기준,v2
2026-05-20T19:45:00+09:00,네이버,MOSS-18-BLK-F,1,133860,42000,10709,3347,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260520-06-03,1,KR,KRW,CUST-0256,서울,강남구,paid,90일 정상 기준,v2
2026-05-20T20:58:00+09:00,W컨셉,MOSS-18-BLK-F,1,121440,42000,18216,4250,3500,0,0,ONLINE,온라인몰,Volume Bermuda,BOTTOM,BASE90V2-20260520-06-04,1,KR,KRW,CUST-0267,서울,마포구,paid,90일 정상 기준,v2
2026-05-20T10:11:00+09:00,매장 POS,MOSS-18-BLK-F,1,133860,42000,2677,1339,0,0,0,STORE-GANGNAM,강남점,Volume Bermuda,BOTTOM,BASE90V2-20260520-06-05,1,KR,KRW,CUST-0278,서울,강남구,paid,90일 정상 기준,v2
2026-05-20T17:17:00+09:00,자사몰,LUME-09-BEG-F,3,517980,59000,20719,18129,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260520-07-00,1,KR,KRW,CUST-0260,대구,수성구,paid,90일 정상 기준,v2
2026-05-20T18:30:00+09:00,무신사,LUME-09-BEG-F,2,327520,59000,39302,14738,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260520-07-01,1,KR,KRW,CUST-0271,서울,성동구,paid,90일 정상 기준,v2
2026-05-20T19:43:00+09:00,29CM,LUME-09-BEG-F,2,334640,59000,46850,13386,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260520-07-02,1,KR,KRW,CUST-0282,서울,강남구,paid,90일 정상 기준,v2
2026-05-20T20:56:00+09:00,네이버,LUME-09-BEG-F,2,345320,59000,27626,8633,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260520-07-03,1,KR,KRW,CUST-0293,서울,마포구,paid,90일 정상 기준,v2
2026-05-20T10:09:00+09:00,W컨셉,LUME-09-BEG-F,2,313280,59000,46992,10965,3500,0,0,ONLINE,온라인몰,Knit Cardigan,KNIT,BASE90V2-20260520-07-04,1,KR,KRW,CUST-0304,경기,성남시,paid,90일 정상 기준,v2
2026-05-20T11:22:00+09:00,매장 POS,LUME-09-BEG-F,1,172660,59000,3453,1727,0,0,0,STORE-HANNAM,한남점,Knit Cardigan,KNIT,BASE90V2-20260520-07-05,1,KR,KRW,CUST-0315,서울,용산구,paid,90일 정상 기준,v2
2026-05-20T18:28:00+09:00,자사몰,CORE-55-WHT-F,5,329800,19000,13192,11543,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260520-08-00,1,KR,KRW,CUST-0297,서울,성동구,paid,90일 정상 기준,v2
2026-05-20T19:41:00+09:00,무신사,CORE-55-WHT-F,7,437920,19000,52550,19706,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260520-08-01,1,KR,KRW,CUST-0308,서울,강남구,paid,90일 정상 기준,v2
2026-05-20T20:54:00+09:00,29CM,CORE-55-WHT-F,4,255680,19000,35795,10227,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260520-08-02,1,KR,KRW,CUST-0319,서울,마포구,paid,90일 정상 기준,v2
2026-05-20T10:07:00+09:00,네이버,CORE-55-WHT-F,6,395760,19000,31661,9894,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260520-08-03,1,KR,KRW,CUST-0330,경기,성남시,paid,90일 정상 기준,v2
2026-05-20T11:20:00+09:00,W컨셉,CORE-55-WHT-F,4,239360,19000,35904,8378,3500,0,0,ONLINE,온라인몰,Logo Tee,TOP,BASE90V2-20260520-08-04,1,KR,KRW,CUST-0341,경기,수원시,paid,90일 정상 기준,v2
2026-05-20T12:33:00+09:00,매장 POS,CORE-55-WHT-F,3,197880,19000,3958,1979,0,0,0,STORE-BUSAN,부산 센텀,Logo Tee,TOP,BASE90V2-20260520-08-05,1,KR,KRW,CUST-0352,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T19:39:00+09:00,자사몰,FORM-42-DEN-F,2,325920,58000,13037,11407,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260520-09-00,1,KR,KRW,CUST-0334,서울,강남구,paid,90일 정상 기준,v2
2026-05-20T20:52:00+09:00,무신사,FORM-42-DEN-F,3,463680,58000,55642,20866,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260520-09-01,1,KR,KRW,CUST-0345,서울,마포구,paid,90일 정상 기준,v2
2026-05-20T10:05:00+09:00,29CM,FORM-42-DEN-F,2,315840,58000,44218,12634,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260520-09-02,1,KR,KRW,CUST-0356,경기,성남시,paid,90일 정상 기준,v2
2026-05-20T11:18:00+09:00,네이버,FORM-42-DEN-F,3,488880,58000,39110,12222,3500,0,0,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260520-09-03,1,KR,KRW,CUST-0367,경기,수원시,paid,90일 정상 기준,v2
2026-05-20T12:31:00+09:00,W컨셉,FORM-42-DEN-F,2,295680,58000,44352,10349,3500,6500,1,ONLINE,온라인몰,Denim Skirt,BOTTOM,BASE90V2-20260520-09-04,1,KR,KRW,CUST-0378,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T13:44:00+09:00,매장 POS,FORM-42-DEN-F,2,325920,58000,6518,3259,0,0,0,STORE-SHANGHAI,상하이 IFC,Denim Skirt,BOTTOM,BASE90V2-20260520-09-05,1,CN,KRW,CUST-0389,上海,浦东新区,paid,90일 정상 기준,v2
2026-05-20T20:50:00+09:00,자사몰,COVE-14-BLK-F,2,442320,76000,17693,15481,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260520-10-00,1,KR,KRW,CUST-0371,서울,마포구,paid,90일 정상 기준,v2
2026-05-20T10:03:00+09:00,무신사,COVE-14-BLK-F,2,419520,76000,50342,18878,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260520-10-01,1,KR,KRW,CUST-0382,경기,성남시,paid,90일 정상 기준,v2
2026-05-20T11:16:00+09:00,29CM,COVE-14-BLK-F,2,428640,76000,60010,17146,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260520-10-02,1,KR,KRW,CUST-0393,경기,수원시,paid,90일 정상 기준,v2
2026-05-20T12:29:00+09:00,네이버,COVE-14-BLK-F,2,442320,76000,35386,11058,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260520-10-03,1,KR,KRW,CUST-0404,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T13:42:00+09:00,W컨셉,COVE-14-BLK-F,1,200640,76000,30096,7022,3500,0,0,ONLINE,온라인몰,Maxi Dress,DRESS,BASE90V2-20260520-10-04,1,KR,KRW,CUST-0415,인천,연수구,paid,90일 정상 기준,v2
2026-05-20T14:55:00+09:00,매장 POS,COVE-14-BLK-F,1,221160,76000,4423,2212,0,0,0,STORE-SEONGSU,성수 플래그십,Maxi Dress,DRESS,BASE90V2-20260520-10-05,1,KR,KRW,CUST-0426,서울,성동구,paid,90일 정상 기준,v2
2026-05-20T10:01:00+09:00,자사몰,EDGE-28-GRY-F,2,519920,91000,20797,18197,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260520-11-00,1,KR,KRW,CUST-0408,경기,성남시,paid,90일 정상 기준,v2
2026-05-20T11:14:00+09:00,무신사,EDGE-28-GRY-F,2,493120,91000,59174,22190,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260520-11-01,1,KR,KRW,CUST-0419,경기,수원시,paid,90일 정상 기준,v2
2026-05-20T12:27:00+09:00,29CM,EDGE-28-GRY-F,2,503840,91000,70538,20154,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260520-11-02,1,KR,KRW,CUST-0430,부산,해운대구,paid,90일 정상 기준,v2
2026-05-20T13:40:00+09:00,네이버,EDGE-28-GRY-F,1,259960,91000,20797,6499,3500,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260520-11-03,1,KR,KRW,CUST-0441,인천,연수구,paid,90일 정상 기준,v2
2026-05-20T14:53:00+09:00,W컨셉,EDGE-28-GRY-F,1,0,91000,0,0,0,0,0,ONLINE,온라인몰,Zip Jacket,OUTER,BASE90V2-20260520-11-04,1,KR,KRW,CUST-0452,대구,수성구,cancelled,90일 정상 기준,v2
2026-05-20T15:06:00+09:00,매장 POS,EDGE-28-GRY-F,1,259960,91000,5199,2600,0,0,0,STORE-GANGNAM,강남점,Zip Jacket,OUTER,BASE90V2-20260520-11-05,1,KR,KRW,CUST-0463,서울,강남구,paid,90일 정상 기준,v2
2026-05-21T10:07:00+09:00,자사몰,ARC-07-BLK-F,5,1202800,82000,48112,42098,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260521-00-00,1,KR,KRW,CUST-0024,경기,성남시,paid,90일 정상 기준,v2
2026-05-21T11:20:00+09:00,무신사,ARC-07-BLK-F,4,912640,82000,109517,41069,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260521-00-01,1,KR,KRW,CUST-0035,경기,수원시,paid,90일 정상 기준,v2
2026-05-21T12:33:00+09:00,29CM,ARC-07-BLK-F,4,932480,82000,130547,37299,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260521-00-02,1,KR,KRW,CUST-0046,부산,해운대구,paid,90일 정상 기준,v2
2026-05-21T13:46:00+09:00,네이버,ARC-07-BLK-F,3,721680,82000,57734,18042,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260521-00-03,1,KR,KRW,CUST-0057,인천,연수구,paid,90일 정상 기준,v2
2026-05-21T14:59:00+09:00,W컨셉,ARC-07-BLK-F,4,872960,82000,130944,30554,3500,0,0,ONLINE,온라인몰,Utility Jacket,OUTER,BASE90V2-20260521-00-04,1,KR,KRW,CUST-0068,대구,수성구,paid,90일 정상 기준,v2
2026-05-21T15:12:00+09:00,매장 POS,ARC-07-BLK-F,3,721680,82000,14434,7217,0,0,0,STORE-GANGNAM,강남점,Utility Jacket,OUTER,BASE90V2-20260521-00-05,1,KR,KRW,CUST-0079,서울,강남구,paid,90일 정상 기준,v2
2026-05-21T11:18:00+09:00,자사몰,FLOW-22-BLK-F,4,613040,51000,24522,21456,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260521-01-00,1,KR,KRW,CUST-0061,경기,수원시,paid,90일 정상 기준,v2
2026-05-21T12:31:00+09:00,무신사,FLOW-22-BLK-F,5,726800,51000,87216,32706,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260521-01-01,1,KR,KRW,CUST-0072,부산,해운대구,paid,90일 정상 기준,v2
2026-05-21T13:44:00+09:00,29CM,FLOW-22-BLK-F,3,445560,51000,62378,17822,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260521-01-02,1,KR,KRW,CUST-0083,인천,연수구,paid,90일 정상 기준,v2
2026-05-21T14:57:00+09:00,네이버,FLOW-22-BLK-F,4,613040,51000,49043,15326,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260521-01-03,1,KR,KRW,CUST-0094,대구,수성구,paid,90일 정상 기준,v2
2026-05-21T15:10:00+09:00,W컨셉,FLOW-22-BLK-F,3,417120,51000,62568,14599,3500,0,0,ONLINE,온라인몰,Drape Pants,BOTTOM,BASE90V2-20260521-01-04,1,KR,KRW,CUST-0105,서울,성동구,paid,90일 정상 기준,v2
2026-05-21T16:23:00+09:00,매장 POS,FLOW-22-BLK-F,2,306520,51000,6130,3065,0,0,0,STORE-HANNAM,한남점,Drape Pants,BOTTOM,BASE90V2-20260521-01-05,1,KR,KRW,CUST-0116,서울,용산구,paid,90일 정상 기준,v2
2026-05-21T12:29:00+09:00,자사몰,EASE-19-CRM-F,3,343380,36000,13735,12018,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260521-02-00,1,KR,KRW,CUST-0098,부산,해운대구,paid,90일 정상 기준,v2
2026-05-21T13:42:00+09:00,무신사,EASE-19-CRM-F,4,434240,36000,52109,19541,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260521-02-01,1,KR,KRW,CUST-0109,인천,연수구,paid,90일 정상 기준,v2
2026-05-21T14:55:00+09:00,29CM,EASE-19-CRM-F,2,221840,36000,31058,8874,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260521-02-02,1,KR,KRW,CUST-0120,대구,수성구,paid,90일 정상 기준,v2
2026-05-21T15:08:00+09:00,네이버,EASE-19-CRM-F,3,343380,36000,27470,8585,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260521-02-03,1,KR,KRW,CUST-0131,서울,성동구,paid,90일 정상 기준,v2
2026-05-21T16:21:00+09:00,W컨셉,EASE-19-CRM-F,2,207680,36000,31152,7269,3500,0,0,ONLINE,온라인몰,Layer Top,TOP,BASE90V2-20260521-02-04,1,KR,KRW,CUST-0142,서울,강남구,paid,90일 정상 기준,v2
2026-05-21T17:34:00+09:00,매장 POS,EASE-19-CRM-F,2,228920,36000,4578,2289,0,0,0,STORE-BUSAN,부산 센텀,Layer Top,TOP,BASE90V2-20260521-02-05,1,KR,KRW,CUST-0153,부산,해운대구,paid,90일 정상 기준,v2
2026-05-21T13:40:00+09:00,자사몰,NOVA-11-NVY-F,4,845840,72000,33834,29604,3500,6500,1,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260521-03-00,1,KR,KRW,CUST-0135,인천,연수구,paid,90일 정상 기준,v2
2026-05-21T14:53:00+09:00,무신사,NOVA-11-NVY-F,3,601680,72000,72202,27076,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260521-03-01,1,KR,KRW,CUST-0146,대구,수성구,paid,90일 정상 기준,v2
2026-05-21T15:06:00+09:00,29CM,NOVA-11-NVY-F,3,614760,72000,86066,24590,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260521-03-02,1,KR,KRW,CUST-0157,서울,성동구,paid,90일 정상 기준,v2
2026-05-21T16:19:00+09:00,네이버,NOVA-11-NVY-F,3,634380,72000,50750,15860,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260521-03-03,1,KR,KRW,CUST-0168,서울,강남구,paid,90일 정상 기준,v2
2026-05-21T17:32:00+09:00,W컨셉,NOVA-11-NVY-F,2,383680,72000,57552,13429,3500,0,0,ONLINE,온라인몰,Volume Dress,DRESS,BASE90V2-20260521-03-04,1,KR,KRW,CUST-0179,서울,마포구,paid,90일 정상 기준,v2
2026-05-21T18:45:00+09:00,매장 POS,NOVA-11-NVY-F,2,422920,72000,8458,4229,0,0,0,STORE-SHANGHAI,상하이 IFC,Volume Dress,DRESS,BASE90V2-20260521-03-05,1,CN,KRW,CUST-0190,上海,浦东新区,paid,90일 정상 기준,v2
2026-05-21T14:51:00+09:00,자사몰,AIR-24-NVY-F,4,768240,68000,30730,26888,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260521-04-00,1,KR,KRW,CUST-0172,대구,수성구,paid,90일 정상 기준,v2
2026-05-21T15:04:00+09:00,무신사,AIR-24-NVY-F,4,728640,68000,87437,32789,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260521-04-01,1,KR,KRW,CUST-0183,서울,성동구,paid,90일 정상 기준,v2
2026-05-21T16:17:00+09:00,29CM,AIR-24-NVY-F,3,558360,68000,78170,22334,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260521-04-02,1,KR,KRW,CUST-0194,서울,강남구,paid,90일 정상 기준,v2
2026-05-21T17:30:00+09:00,네이버,AIR-24-NVY-F,3,576180,68000,46094,14405,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260521-04-03,1,KR,KRW,CUST-0205,서울,마포구,paid,90일 정상 기준,v2
2026-05-21T18:43:00+09:00,W컨셉,AIR-24-NVY-F,3,522720,68000,78408,18295,3500,0,0,ONLINE,온라인몰,Airy Volume Dress,DRESS,BASE90V2-20260521-04-04,1,KR,KRW,CUST-0216,경기,성남시,paid,90일 정상 기준,v2
2026-05-21T19:56:00+09:00,매장 POS,AIR-24-NVY-F,2,384120,68000,7682,3841,0,0,0,STORE-SEONGSU,성수 플래그십,Airy Volume Dress,DRESS,BASE90V2-20260521-04-05,1,KR,KRW,CUST-0227,서울,성동구,paid,90일 정상 기준,v2
